Date,Close,High,Low,Open,Volume,sector
,AAPL,AAPL,AAPL,AAPL,AAPL,Tech
2015-01-02,24.320432662963867,24.78980179223696,23.87998139150813,24.778678625376525,212818400,Tech
2015-01-05,23.635284423828125,24.169164129068307,23.4484274604303,24.08908208842444,257142000,Tech
2015-01-06,23.63750457763672,23.897770308092994,23.274910496096478,23.69979021940508,263188400,Tech
2015-01-07,23.96895980834961,24.069061513837287,23.7353868993359,23.84661177083636,160423600,Tech
2015-01-08,24.88990020751953,24.947737612647956,24.180285024201453,24.298184806966983,237458000,Tech
2015-01-09,24.916595458984375,25.192432657022927,24.516185254447116,25.0634114025435,214798000,Tech
2015-01-12,24.30263900756836,25.054518669777874,24.202537283196392,25.047845447774034,198603200,Tech
2015-01-13,24.518409729003906,25.092330444797703,24.227001123216635,24.78757370102578,268367600,Tech
2015-01-14,24.42498779296875,24.578476995083378,24.135802385068178,24.255925476173466,195826400,Tech
2015-01-15,23.76207733154297,24.482813897849624,23.726486261397195,24.46946745868953,240056000,Tech
2015-01-16,23.57744789123535,23.931143866715107,23.401712389817426,23.80879582865299,314053200,Tech
2015-01-20,24.184743881225586,24.240356334338355,23.690905026039026,23.988986960087917,199599600,Tech
2015-01-21,24.369369506835938,24.705267389677548,24.08463241623283,24.235898306145774,194303600,Tech
2015-01-22,25.003347396850586,25.018918808448483,24.407182114427993,24.527305159821715,215185600,Tech
2015-01-23,25.132369995117188,25.303655531969277,24.809816884327752,24.98110411833651,185859200,Tech
2015-01-26,25.1590633392334,25.43935046549932,25.092329440607884,25.301431026222534,222460000,Tech
2015-01-27,24.278165817260742,25.021148872066853,24.25369620874828,25.007800732869285,382274800,Tech
2015-01-28,25.650678634643555,26.275763549784088,25.650678634643555,26.166761956683068,585908400,Tech
2015-01-29,26.44927978515625,26.51379042648761,25.706296620475385,25.875358932338358,337745600,Tech
2015-01-30,26.062213897705078,26.693970382113093,25.99325332015124,26.33805111644964,334982000,Tech
2015-02-02,26.389211654663086,26.509334716144085,25.821965844352427,26.260192097211768,250956400,Tech
2015-02-03,26.393659591674805,26.49153631431275,26.162311679441768,26.360291794276034,207662800,Tech
2015-02-04,26.596092224121094,26.807420510137334,26.31803002974995,26.360296026384585,280598800,Tech
2015-02-05,26.785921096801758,26.850686325109223,26.631824460351066,26.80378601534649,168984800,Tech
2015-02-06,26.560359954833984,26.855152412118425,26.45316192316014,26.80378629814129,174826400,Tech
2015-02-09,26.736785888671875,26.763584115561414,26.448693022626355,26.475492953370605,155559200,Tech
2015-02-10,27.25044059753418,27.279474284093233,26.835052713303483,26.837284763150453,248034000,Tech
2015-02-11,27.889148712158203,27.898082020184315,27.357629663511805,27.417927362870188,294247200,Tech
2015-02-12,28.24201774597168,28.469812930001105,28.04325625033411,28.152686334663176,297898000,Tech
2015-02-13,28.38047981262207,28.42514466366385,28.061121186494265,28.42514466366385,217088800,Tech
2015-02-17,28.547977447509766,28.782472190621913,28.344748442965244,28.47204515109199,252609600,Tech
2015-02-18,28.746740341186523,28.76013945726517,28.463113222584848,28.50331227467583,179566800,Tech
2015-02-19,28.68643569946289,28.81596614420728,28.659637472174214,28.69313525628506,149449600,Tech
2015-02-20,28.92093276977539,28.92093276977539,28.597108335362325,28.724403333073504,195793600,Tech
2015-02-23,29.702579498291016,29.702579498291016,28.956665913703066,29.037064009555703,283896400,Tech
2015-02-24,29.5172176361084,29.836577975147815,29.293889966856423,29.68918089559116,276912400,Tech
2015-02-25,28.76236915588379,29.389922771844976,28.619439583213403,29.380987756716305,298846800,Tech
2015-02-26,29.126394271850586,29.226891041668456,28.27551639557092,28.762369079791174,365150000,Tech
2015-02-27,28.688674926757812,29.15989646219233,28.639542565132608,29.032598050424323,248059200,Tech
2015-03-02,28.82937240600586,29.095132918211306,28.652945019761663,28.86510565639036,192386800,Tech
2015-03-03,28.889671325683594,28.92540457543186,28.606044193335897,28.800341609023185,151265200,Tech
2015-03-04,28.70653533935547,28.934330502130326,28.657406390236957,28.831601688914912,126665200,Tech
2015-03-05,28.230857849121094,28.75344389507226,28.085694490627343,28.715478591670053,226068400,Tech
2015-03-06,28.273284912109375,28.89190185712468,28.19735431616849,28.67527372751503,291368400,Tech
2015-03-09,28.393878936767578,28.9365669298524,27.929356988814586,28.577007552268586,354114000,Tech
2015-03-10,27.806529998779297,28.41174780896457,27.647967549957766,28.23085293284585,275426400,Tech
2015-03-11,27.29956817626953,27.864586790211806,27.27053619864821,27.86012098744489,275756000,Tech
2015-03-12,27.793127059936523,27.89362553089279,27.163343116592372,27.315205996029857,193450800,Tech
2015-03-13,27.601070404052734,28.005294711081447,27.375510647463123,27.781967004779133,207309200,Tech
2015-03-16,27.90479278564453,27.90479278564453,27.440272508651557,27.665832237473083,143497200,Tech
2015-03-17,28.37154769897461,28.434079174613988,28.061122370725606,28.116954288811467,204092400,Tech
2015-03-18,28.690906524658203,28.84500316480817,28.221918750466266,28.362614571567367,261083600,Tech
2015-03-19,28.474281311035156,28.86510478001015,28.451948882150464,28.753440931731582,183238000,Tech
2015-03-20,28.116954803466797,28.675272290689996,27.95169279998705,28.64177450230927,274780400,Tech
2015-03-23,28.40951156616211,28.552441132968255,28.255414934758203,28.38941289451195,150838800,Tech
2015-03-24,28.29339027404785,28.594880660820127,28.264356579075375,28.413987451069964,131369200,Tech
2015-03-25,27.554174423217773,28.32242235154375,27.554174423217773,28.259890860420537,206620800,Tech
2015-03-26,27.746234893798828,27.889164495395768,27.37997757672476,27.41571082905162,190291600,Tech
2015-03-27,27.525131225585938,27.848955617286265,27.449200646951795,27.8199236379005,158184800,Tech
2015-03-30,28.221914291381836,28.22861384792027,27.692627174735108,27.70379423820227,188398800,Tech
2015-03-31,27.788663864135742,28.248718349198064,27.773030994367268,28.159386934583193,168362400,Tech
2015-04-01,27.74846649169922,27.942762202453487,27.49163929808752,27.87576321147474,162485600,Tech
2015-04-02,27.987424850463867,28.041023016701327,27.73506518490147,27.92265961866007,128880400,Tech
2015-04-06,28.440778732299805,28.476511977725288,27.766329911515612,27.79759564933545,148776000,Tech
2015-04-07,28.141521453857422,28.612741291445364,28.13482189606946,28.505544959128052,140049200,Tech
2015-04-08,28.04995346069336,28.228616268359257,27.90925764975846,28.1057853751071,149316800,Tech
2015-04-09,28.26435089111328,28.26881839891246,27.840029658360844,28.105788441342266,129936000,Tech
2015-04-10,28.384944915771484,28.409511094394738,27.974022843991282,28.128117768981454,160752000,Tech
2015-04-13,28.3291072845459,28.713232754241712,28.275509134663572,28.668564505606586,145460400,Tech
2015-04-14,28.20628547668457,28.427379393486362,28.119187821464017,28.36261416455353,102098400,Tech
2015-04-15,28.31348419189453,28.39164854242009,28.141522620738304,28.23085403727682,115881600,Tech
2015-04-16,28.177248001098633,28.384942774977812,28.16384888789826,28.201814177869103,113476000,Tech
2015-04-17,27.860126495361328,28.170551816596443,27.79536126738247,28.03878931074127,207828000,Tech
2015-04-20,28.496614456176758,28.612744111609118,27.95392807174839,28.043259493387595,188217200,Tech
2015-04-21,28.342514038085938,28.630605218971876,28.288914173119178,28.608274497684626,129740400,Tech
2015-04-22,28.72440528869629,28.78023720904142,28.21075264383407,28.360381781433826,150618000,Tech
2015-04-23,28.958900451660156,29.1263962151015,28.617209366856617,28.65294261424118,183083600,Tech
2015-04-24,29.095134735107422,29.173300799240938,28.8606399504174,29.14203505512964,178103600,Tech
2015-04-27,29.62441635131836,29.731616094752106,29.289424820435556,29.548485755502007,387816800,Tech
2015-04-28,29.157657623291016,30.046500721757408,28.936565429325913,30.028637508428723,475696000,Tech
2015-04-29,28.7288761138916,29.387692168497615,28.652945511304686,29.068335182947152,253544400,Tech
2015-04-30,27.9494571685791,28.728870229886088,27.82216046971891,28.728870229886088,332781600,Tech
2015-05-01,28.798107147216797,29.06163561358785,27.982962379436504,28.16162352279231,234050400,Tech
2015-05-04,28.742273330688477,29.15989843272447,28.644008600797655,28.920936166152686,203953200,Tech
2015-05-05,28.09461784362793,28.68643472759926,28.09015033666135,28.619435753937946,197085600,Tech
2015-05-06,27.918195724487305,28.306785438036545,27.54970468570634,28.264352630607828,288564000,Tech
