date,price,sector
2015-01-02,315.8952409312817,Crypto
2015-01-03,303.9794530051105,Crypto
2015-01-04,275.3916809176105,Crypto
2015-01-05,271.61877234087854,Crypto
2015-01-06,277.33591012306056,Crypto
2015-01-07,288.7252481162915,Crypto
2015-01-08,290.0567073668301,Crypto
2015-01-09,285.9150437819593,Crypto
2015-01-10,280.869787337617,Crypto
2015-01-11,274.5241607226748,Crypto
2015-01-12,269.6820101037093,Crypto
2015-01-13,239.40029218352453,Crypto
2015-01-14,197.39960884899787,Crypto
2015-01-15,205.99313290747887,Crypto
2015-01-16,211.4878010978712,Crypto
2015-01-17,201.01807429787024,Crypto
2015-01-18,205.95398709277876,Crypto
2015-01-19,211.9370924044605,Crypto
2015-01-20,211.12642803898544,Crypto
2015-01-21,214.9520829329864,Crypto
2015-01-22,232.1911546443185,Crypto
2015-01-23,229.82419231772263,Crypto
2015-01-24,237.32494635065063,Crypto
2015-01-25,248.51143405151973,Crypto
2015-01-26,281.1557142804588,Crypto
2015-01-27,260.5368128434644,Crypto
2015-01-28,252.3842897872756,Crypto
2015-01-29,231.96995612261244,Crypto
2015-01-30,232.44274462901447,Crypto
2015-01-31,228.06572737676825,Crypto
2015-02-01,218.68154497180493,Crypto
2015-02-02,226.85389184220315,Crypto
2015-02-03,236.71178480869523,Crypto
2015-02-04,225.68044896087497,Crypto
2015-02-05,223.18983678265496,Crypto
2015-02-06,220.6441151071677,Crypto
2015-02-07,226.3557882193913,Crypto
2015-02-08,225.4579386493064,Crypto
2015-02-09,221.33900110037823,Crypto
2015-02-10,218.96971744587816,Crypto
2015-02-11,221.29214606011044,Crypto
2015-02-12,220.2396035583525,Crypto
2015-02-13,232.21923740633065,Crypto
2015-02-14,246.38450320816168,Crypto
2015-02-15,249.99953846461435,Crypto
2015-02-16,234.51453990324248,Crypto
2015-02-17,238.91081898302804,Crypto
2015-02-18,240.07308785822545,Crypto
2015-02-19,238.3316530618028,Crypto
2015-02-20,243.4535185992185,Crypto
2015-02-21,244.69703077428684,Crypto
2015-02-22,241.39855436614312,Crypto
2015-02-23,236.14506377109595,Crypto
2015-02-24,237.9213273551968,Crypto
2015-02-25,237.9189604821701,Crypto
2015-02-26,236.46528078773048,Crypto
2015-02-27,250.3391069954536,Crypto
2015-02-28,252.74520991306625,Crypto
2015-03-01,251.6732690774895,Crypto
2015-03-02,262.5726591756728,Crypto
2015-03-03,275.765541217057,Crypto
2015-03-04,279.2819862774383,Crypto
2015-03-05,270.7935703417109,Crypto
2015-03-06,273.3343272543518,Crypto
2015-03-07,273.49650806163646,Crypto
2015-03-08,275.04084007442924,Crypto
2015-03-09,282.229611941075,Crypto
2015-03-10,293.61696404725706,Crypto
2015-03-11,293.56797165096106,Crypto
2015-03-12,294.5038482490152,Crypto
2015-03-13,290.96479869578275,Crypto
2015-03-14,283.17966572691216,Crypto
2015-03-15,284.20461209698703,Crypto
2015-03-16,291.326572706952,Crypto
2015-03-17,289.3285609316377,Crypto
2015-03-18,273.87231899609094,Crypto
2015-03-19,257.8646283282474,Crypto
2015-03-20,261.4697629278132,Crypto
2015-03-21,259.9356725490973,Crypto
2015-03-22,262.0712115143704,Crypto
2015-03-23,267.7008635191061,Crypto
2015-03-24,256.49783148484386,Crypto
2015-03-25,245.33606881964613,Crypto
2015-03-26,249.4778502025418,Crypto
2015-03-27,247.94920688783105,Crypto
2015-03-28,251.6459136797088,Crypto
2015-03-29,245.29535833825088,Crypto
2015-03-30,245.25377619261312,Crypto
2015-03-31,245.24563950646956,Crypto
2015-04-01,243.9242506521632,Crypto
2015-04-02,248.1062809269021,Crypto
2015-04-03,253.52527518439865,Crypto
2015-04-04,252.63871422793903,Crypto
2015-04-05,254.8020522651477,Crypto
2015-04-06,257.57642599573273,Crypto
2015-04-07,253.3826671708848,Crypto
2015-04-08,248.80129870626968,Crypto
2015-04-09,243.61323102781333,Crypto
2015-04-10,238.06913250865992,Crypto
2015-04-11,235.92750340865263,Crypto
2015-04-12,236.30323814300425,Crypto
2015-04-13,232.80375897770736,Crypto
2015-04-14,220.4339892495749,Crypto
2015-04-15,221.21107154032413,Crypto
2015-04-16,227.00770762028944,Crypto
2015-04-17,224.30212473197707,Crypto
2015-04-18,222.83843356257097,Crypto
2015-04-19,224.49019444148408,Crypto
2015-04-20,224.23961519187537,Crypto
2015-04-21,226.4554786768762,Crypto
2015-04-22,235.44121859880764,Crypto
2015-04-23,234.8545103521648,Crypto
2015-04-24,232.01937658933687,Crypto
2015-04-25,228.7115779010328,Crypto
2015-04-26,219.0929191417945,Crypto
2015-04-27,221.9728410434232,Crypto
2015-04-28,225.9196679619712,Crypto
2015-04-29,225.2292761066048,Crypto
2015-04-30,232.1063539603746,Crypto
2015-05-01,235.7456182514548,Crypto
2015-05-02,234.94489355493096,Crypto
2015-05-03,239.69538892627747,Crypto
2015-05-04,240.0291614143225,Crypto
2015-05-05,235.734782634437,Crypto
2015-05-06,234.83719265204564,Crypto
2015-05-07,232.77291057054083,Crypto
2015-05-08,239.88701547662305,Crypto
2015-05-09,242.59012118704968,Crypto
2015-05-10,241.22178775597672,Crypto
2015-05-11,241.2870162554924,Crypto
2015-05-12,241.32823637971424,Crypto
2015-05-13,241.9267553152613,Crypto
2015-05-14,236.6431826951355,Crypto
2015-05-15,237.51157269476167,Crypto
2015-05-16,236.8228120201819,Crypto
2015-05-17,236.5806989106304,Crypto
2015-05-18,235.7561216865092,Crypto
2015-05-19,233.170854534998,Crypto
2015-05-20,233.60786266060973,Crypto
